file_name frame_num class
32567 57 116
24941 60 129
86700 51 171
208842 35 142
210144 40 130
181722 28 98
132653 70 121
70445 53 164
24272 38 109
152636 25 146
114698 37 31
204427 65 59
13872 64 125
39007 60 165
103506 46 103
141479 44 59
77493 48 15
19976 53 151
97588 60 49
38125 39 100
175570 42 72
20934 48 158
54140 58 128
123172 55 165
135133 50 95
38779 60 168
37320 40 5
67294 58 166
190532 32 147
17870 47 43
138972 31 27
212380 31 68
159585 23 130
138491 58 46
111851 31 148
136856 33 154
122806 50 110
145423 52 18
88693 36 36
118231 69 149
207507 52 40
61408 50 16
197940 44 104
100166 62 99
38889 37 69
198048 55 43
151801 40 93
82918 50 106
123986 53 171
33031 29 55
63224 16 100
63985 46 55
74723 72 2
14510 31 152
85528 38 109
204988 61 74
31022 42 86
20542 22 149
24052 42 46
184014 26 28
69558 40 93
110776 29 93
45735 65 68
216306 34 5
201758 28 5
123892 62 62
69629 23 159
99590 36 15
35822 24 106
215557 45 33
117532 31 102
12247 37 7
174702 56 102
171106 48 41
153565 36 143
40867 47 44
127863 35 31
164379 50 21
87517 36 9
97701 42 87
80648 34 100
86464 47 119
217930 42 29
189129 46 28
91904 54 55
129953 39 160
71374 52 102
82854 43 71
35922 48 111
218886 52 19
88426 54 86
108158 62 81
176264 68 43
141925 31 20
27361 28 151
70267 58 101
29952 48 82
113175 43 29
82115 47 37
118465 56 74
66660 58 154
182835 38 80
131450 37 153
61023 53 66
154007 60 159
35114 57 128
195000 36 95
203276 60 70
167101 30 151
216941 49 47
147024 31 31
165496 41 122
114582 27 151
113138 46 21
27553 63 125
75008 62 145
190144 41 173
107156 36 16
113022 38 168
78782 51 156
71233 54 147
28530 50 109
82055 23 145
29881 47 112
83712 37 106
177539 54 149
137794 45 26
217117 44 18
137912 37 81
98047 54 36
203242 70 162
37629 41 28
32436 17 16
122481 52 46
37122 20 109
219493 39 166
58278 36 16
205636 44 122
110569 60 83
125718 59 80
3146 44 112
50386 24 31
220126 50 148
11735 22 106
178133 46 81
47169 44 28
107527 56 15
135464 39 45
161669 47 46
168224 39 94
88640 49 167
1262 64 171
161001 43 19
94395 60 134
117877 63 94
105816 39 104
66611 40 35
191614 39 114
76949 48 148
76746 36 130
75738 62 164
158954 48 171
102470 18 150
55648 50 44
152967 50 171
127310 41 27
75273 62 155
207450 39 94
12723 38 135
43329 23 145
7448 52 84
219615 33 146
71648 45 125
173219 34 106
209445 37 16
31783 63 167
25337 35 99
56451 68 101
182434 47 164
198601 46 84
22476 63 90
128116 52 87
182571 39 160
83147 49 151
90342 66 139
75595 52 167
206365 52 31
92125 43 98
63278 49 3
45662 44 49
157021 35 109
111363 54 111
14982 40 94
69291 60 170
12357 49 27
98561 42 29
20141 26 31
123314 43 86
61126 65 127
216590 32 31
189135 28 16
88244 42 149
86958 51 172
33387 22 65
43871 56 111
100662 39 157
152439 60 152
174713 50 126
137250 33 171
113386 43 146
140980 30 49
43838 25 149
198890 30 14
71526 59 43
200046 57 145
186427 44 12
154873 35 83
18983 32 23
8747 57 49
183731 62 82
163320 44 171
49205 17 30
66362 63 32
189621 42 2
102514 55 49
197311 55 91
194147 27 114
196517 36 102
122011 36 151
116569 24 58
88848 52 12
26229 62 123
2236 69 86
173193 58 50
129191 58 28
60083 39 133
217961 42 130
103074 65 103
38502 68 12
140320 45 160
27286 34 145
90787 43 42
19868 51 43
217194 14 131
100677 62 144
163497 56 16
168152 17 10
160800 43 13
210865 30 135
71647 53 42
85335 46 151
191464 26 28
46639 63 37
115275 44 42
184123 40 91
145760 36 8
210520 35 11
193627 29 93
157944 58 103
72710 38 143
168747 65 112
116156 33 1
59185 39 46
86426 55 28
185467 51 35
34265 46 94
38055 48 48
37663 41 114
84741 35 27
74403 42 37
148298 53 33
62234 38 74
144711 37 151
81089 59 126
193816 63 150
146566 52 9
178861 53 72
44570 43 147
136927 52 79
120116 55 156
77954 39 135
105650 59 6
57415 34 101
37965 44 152
51745 44 63
67775 33 36
69577 67 84
119730 37 6
4641 26 56
63965 61 19
162620 57 73
114348 52 100
87905 46 151
76352 47 23
44845 38 73
103836 55 160
165998 38 126
161901 64 94
8649 28 27
51331 50 5
51734 62 45
82884 48 73
52368 46 47
9386 72 144
146563 56 145
93143 46 160
54479 65 77
102442 45 93
171281 51 130
148576 59 39
24776 67 103
34975 43 127
65617 72 59
146168 43 5
134684 32 82
194273 34 143
122428 45 93
1217 26 151
19456 28 45
144585 45 159
175121 45 114
118483 46 134
193281 60 106
142197 40 41
21221 68 52
205829 54 15
6397 38 18
62314 68 10
98690 39 107
155503 30 67
50574 37 46
57513 33 23
67653 63 125
141307 67 64
133306 30 42
113422 41 72
53097 54 94
120897 28 83
32940 48 68
60626 19 68
25418 49 94
167720 54 100
6494 33 28
195241 64 75
47091 31 93
70392 15 8
189207 52 18
137699 32 135
42038 27 166
14212 31 83
179124 68 68
131061 64 94
174469 65 27
5340 40 57
188177 68 101
142314 63 113
152353 47 151
81654 46 123
76847 44 173
147751 39 109
121174 48 107
875 66 86
8796 71 31
215948 38 109
12559 32 11
128283 55 40
147180 68 149
64262 41 160
198980 57 75
53902 37 47
65784 44 105
136251 42 106
135375 34 151
211431 51 142
193162 35 102
70042 38 16
147478 61 106
167214 62 112
14716 26 126
144345 30 20
95749 19 155
94855 28 129
214777 47 140
30486 28 12
54278 30 6
43913 28 149
33882 62 160
42035 32 27
151377 36 45
36846 51 168
26986 30 45
23581 55 123
217335 53 100
31986 65 33
17931 60 102
163641 30 151
130584 48 19
130250 45 107
208060 30 114
35754 63 19
133067 56 0
35953 55 146
29590 44 109
212812 60 12
43962 38 27
83673 65 102
12155 67 84
66640 29 93
216409 45 80
97924 61 129
212011 41 93
12771 34 94
122687 54 43
170195 44 132
64101 56 125
113768 68 156
56199 46 169
30470 57 20
77280 39 59
118913 61 144
101234 39 164
111529 62 42
117642 57 122
6343 34 157
182971 43 73
92643 43 159
168398 26 134
151197 38 171
156475 38 122
8398 71 172
204928 30 173
161359 55 56
210947 49 160
39999 53 76
56542 41 95
162402 73 65
181637 61 171
13312 31 27
205236 59 36
49608 29 58
106006 52 121
178727 36 108
192952 45 149
98176 41 80
197624 51 40
125303 67 28
157979 59 85
184840 39 133
13234 24 103
41899 53 146
58179 37 104
201847 36 52
56699 44 132
220273 48 75
119963 47 73
9838 40 42
168349 41 101
180936 54 63
31954 54 15
101355 47 66
174401 27 6
53285 46 69
58525 37 65
48826 60 125
89895 36 0
210383 50 35
57230 22 132
16185 34 30
214445 64 86
195169 48 47
89712 25 149
149819 43 99
106770 57 15
147744 39 45
121467 54 157
155598 39 114
203639 60 168
168899 43 19
107658 53 13
9285 43 154
113117 47 27
41561 33 25
32400 33 37
18399 52 93
22949 43 94
152001 48 166
12729 44 129
116652 55 167
148690 24 12
58690 24 126
176683 45 39
126547 27 29
125304 47 56
74820 28 50
13170 42 43
189365 35 44
209400 43 20
72344 48 68
145159 46 49
133420 60 145
54279 56 143
64487 63 78
101524 44 170
193323 31 114
187450 48 82
71771 29 100
169255 46 141
180023 49 165
79822 38 1
143250 33 87
19144 60 166
184072 53 149
82406 43 106
67190 55 36
115260 51 100
68500 46 45
188650 64 145
119988 57 17
41329 33 143
133020 53 16
66159 25 130
196431 64 140
184316 58 73
125480 50 152
42409 47 147
127046 63 46
191844 40 171
50294 69 2
116957 35 100
82795 44 110
137568 54 173
199663 36 55
219122 41 88
203391 48 125
75362 62 93
101892 15 109
38309 50 49
156837 46 49
169989 52 45
59770 30 146
125245 42 112
58380 34 149
219999 27 16
104577 50 100
21774 68 162
10766 72 64
157327 46 93
219911 46 107
13258 35 28
12037 55 41
49348 40 15
117830 34 101
192114 32 109
38613 44 79
87323 28 100
66444 26 123
67882 39 49
196484 55 88
150817 35 15
152815 29 8
213643 51 173
136231 64 84
214095 36 170
182877 43 28
189469 48 38
185038 46 103
37860 48 18
144410 58 121
88588 43 109
96953 58 49
79457 63 121
149604 41 172
180497 32 114
169673 65 67
162907 23 99
12136 34 12
207114 34 30
140917 24 43
105507 52 60
121194 47 167
82564 37 101
109555 54 103
177636 47 171
8942 48 126
90077 54 129
78105 41 127
95961 66 149
61445 48 43
142142 29 100
126131 35 166
74956 36 143
184230 51 94
193414 21 162
10248 62 161
56061 24 127
135150 61 120
62675 37 45
123066 49 83
36994 42 93
188628 57 14
131804 43 45
5991 45 18
215197 49 165
164229 51 110
143666 38 12
217274 35 14
158187 42 93
102441 62 32
43628 50 73
180275 44 164
216514 41 73
86266 35 125
71972 50 68
214069 45 101
161580 56 68
189907 44 167
86388 59 17
71135 35 166
199762 46 148
201194 38 135
60598 66 151
38864 53 164
101945 23 23
63251 64 173
5546 39 12
213471 37 130
58004 40 0
6338 64 101
40032 52 81
68034 49 122
62278 23 90
84435 56 124
58148 44 73
50139 55 108
16763 47 89
50221 61 99
46048 42 72
58983 50 101
177917 35 168
173029 54 145
25321 19 128
159045 29 150
11074 62 153
41053 39 100
130119 44 129
156693 46 71
158413 36 1
172343 51 74
220762 69 84
182348 24 44
95634 34 135
100672 22 87
131252 56 73
213026 30 20
64525 27 28
3845 59 145
51085 20 55
79149 57 94
148343 59 163
167409 43 16
177857 37 50
130582 51 31
65766 50 149
116403 53 16
69478 40 27
206872 53 37
8171 43 43
52703 47 45
98069 56 162
145793 39 146
135800 37 20
72425 37 21
189688 52 40
193772 27 43
40946 24 7
14728 48 59
194544 65 27
191353 46 37
162333 53 98
134319 61 28
11124 43 151
29611 58 107
139330 63 6
128446 38 37
48990 42 56
214189 43 6
138873 34 144
46851 31 104
149076 55 36
55594 36 152
62637 63 146
118697 47 100
198666 29 146
120082 51 144
129930 44 151
83094 61 101
202640 35 150
6241 45 134
10485 24 15
210067 41 27
44836 43 20
93689 64 120
134092 52 29
83775 55 112
57356 41 109
165331 39 106
188382 45 164
176030 63 103
163273 57 103
163903 45 140
206579 48 87
32146 47 134
203010 32 103
167852 32 16
166540 47 166
119743 66 149
199616 39 93
35893 36 143
210883 33 93
89553 16 92
79471 49 28
38746 54 105
160545 31 9
51338 30 12
96360 28 151
20134 34 1
97383 54 99
165462 41 43
136071 45 80
78018 67 130
199444 52 45
148338 36 19
70498 55 16
22833 45 100
117047 55 112
100586 36 171
23433 25 70
128757 52 35
173312 60 3
916 63 107
67626 49 130
105283 52 15
48169 42 153
97027 68 161
118420 45 43
88766 55 102
121299 58 160
147386 62 32
60765 44 157
219262 52 72
77995 45 109
192211 38 151
200619 54 97
2608 72 104
89822 22 107
29321 47 114
57696 34 149
197686 26 27
26559 57 161
15041 39 110
90534 24 125
213490 43 109
148086 41 109
34427 37 160
43334 36 74
69927 61 83
195215 49 126
133466 39 109
200727 49 62
189862 44 151
25157 45 126
137357 50 109
191410 54 164
187206 22 140
55810 45 161
107682 50 165
74234 22 99
55173 48 18
96390 65 118
184588 40 20
204482 41 109
153576 55 164
194222 55 170
166865 29 43
46205 63 22
17059 66 148
115109 45 39
67265 39 114
114416 57 18
193062 49 22
74122 37 14
160502 27 151
45469 31 22
100217 29 16
93324 38 164
185299 43 121
176705 48 109
17325 39 164
88524 61 104
75612 31 45
151554 51 46
199428 18 57
110784 44 42
44591 49 84
23479 52 125
35954 61 93
50875 42 160
80470 47 11
33609 31 128
36182 54 140
59588 32 66
131740 38 146
176360 47 18
205983 38 107
201673 61 22
142309 32 107
155759 19 61
38553 31 43
148899 50 43
72456 44 76
40413 51 171
44599 32 83
159101 47 148
76088 61 31
165389 55 149
100649 63 22
70937 41 101
138626 58 143
172602 24 160
215791 39 118
14155 39 171
13465 39 49
189258 53 130
169949 54 1
207642 39 80
78181 45 149
133884 58 37
48099 33 87
9742 48 40
119445 42 36
27161 39 8
145149 53 18
49834 40 15
23953 45 28
82951 60 157
53868 50 88
173664 66 145
15264 50 99
64958 51 43
7156 24 0
7130 51 108
48395 65 143
35046 35 171
150497 31 152
81351 67 102
215126 49 151
7751 46 46
207525 41 30
54514 56 107
126078 29 149
39924 38 16
192806 45 171
51042 58 37
59729 49 94
181305 38 106
155284 56 18
23206 43 43
124453 28 151
27870 29 145
23625 47 100
210186 64 80
173335 36 17
66008 63 71
192121 34 171
107829 36 167
60766 56 72
121007 39 98
1564 33 171
116348 44 106
51130 21 16
100593 41 158
32138 44 89
73377 46 109
64304 44 66
208276 34 30
58267 37 93
176147 62 5
86792 49 164
175294 23 164
166200 43 57
29953 36 154
171817 47 130
33378 39 33
71729 37 43
8850 54 165
34382 59 72
168719 27 87
171250 53 150
113678 45 27
142681 52 22
147755 16 107
196196 66 139
19481 44 149
128628 66 93
210273 44 29
115990 36 146
76516 29 6
183132 42 56
23010 39 44
68108 37 143
122232 43 150
68812 30 101
8152 29 93
207005 38 94
73404 46 17
158344 39 35
17698 25 171
61473 30 6
52827 44 17
120929 54 73
183625 40 129
104314 34 67
27387 61 57
70935 40 117
11453 54 41
176857 63 148
7396 29 132
165807 48 157
210393 32 151
30313 33 100
109684 30 170
218869 28 23
103333 30 18
43113 26 95
191981 28 56
208460 32 148
45223 44 121
78540 47 15
167047 40 128
123391 31 56
164068 47 106
111040 67 165
190346 69 33
88521 32 29
147740 38 151
176635 35 165
72987 31 149
206346 19 43
188577 65 13
174911 41 125
201378 31 34
98572 47 143
89771 31 40
123427 56 128
171951 41 43
195345 50 101
153817 40 6
129443 40 133
173062 25 22
99377 30 150
162263 58 27
219948 67 38
115883 46 20
216393 55 89
145555 36 125
2908 43 135
176666 52 34
184722 63 4
150943 46 32
136746 33 160
116832 61 166
109298 63 8
210872 60 81
6714 41 108
157095 34 127
186500 64 88
180371 60 63
160228 45 8
87678 43 87
7969 55 120
80210 63 30
124459 32 67
194133 54 16
217972 25 100
99249 31 44
156683 34 109
16544 45 46
8949 63 85
178682 70 50
219854 52 127
92621 61 0
26406 44 160
44838 42 99
88661 45 107
145114 24 109
4179 43 15
70364 34 39
152221 56 28
51040 57 6
175836 66 13
87126 39 160
203909 32 152
197525 35 56
81959 48 94
193483 51 86
133913 39 93
146100 38 86
65341 20 151
190547 42 0
53886 64 54
61870 47 60
219427 33 39
195164 53 173
120575 40 19
100564 47 57
143319 31 99
28437 44 120
149233 30 24
79754 40 6
200394 47 50
126607 51 19
187018 34 170
160767 66 34
181402 49 30
111984 39 22
128634 52 164
133852 26 85
84650 48 127
97549 50 57
186630 29 171
52134 63 6
94763 46 27
183830 34 112
61019 63 71
124684 50 20
134775 37 30
199746 68 2
155633 27 46
68754 47 79
32435 38 0
46631 41 43
58784 36 86
65052 44 32
174215 40 41
60237 38 68
154059 62 82
178938 33 171
141329 29 66
163260 32 36
120432 63 120
103771 54 143
135435 53 75
67537 50 5
139675 45 129
207948 46 43
120188 46 114
142365 64 30
93769 55 118
55658 57 93
67295 57 99
213022 46 45
64868 32 44
170292 39 86
175987 51 160
196036 36 171
138805 50 153
2427 53 93
153023 49 24
17702 44 37
151602 40 148
11506 39 99
219745 66 84
15343 34 166
173622 36 114
107216 52 77
18244 44 160
184155 29 143
44859 51 36
101434 57 79
25735 39 20
105358 46 140
168476 60 167
173967 28 30
124992 58 71
137321 57 111
36497 45 166
159250 33 56
177972 26 5
28488 47 68
211608 37 164
136870 62 49
143024 27 109
56047 54 68
11949 38 155
161758 41 107
103132 50 67
41694 36 119
55313 38 85
79260 27 56
76608 54 86
74165 28 10
142855 58 43
88170 62 115
158086 43 40
140688 32 17
192205 26 162
117447 49 37
120529 42 0
89532 66 49
100713 33 80
84131 34 97
204071 39 94
173660 66 171
209125 38 140
186901 41 167
41381 63 5
139871 46 107
4251 66 105
141523 62 109
95391 64 173
27867 62 67
183648 51 72
102424 30 151
108911 27 93
106846 57 139
173580 55 0
109444 61 97
218687 25 45
194414 52 146
191706 36 140
216222 29 145
216885 59 73
24105 52 18
62431 65 31
17447 38 106
183603 54 74
101773 47 114
170535 47 86
74879 17 149
140661 23 43
57216 29 0
187900 51 106
45932 49 65
198102 39 146
12791 54 107
72666 28 94
208144 21 66
214159 33 143
182188 41 152
18878 41 152
122883 40 149
58226 63 121
151109 49 164
76753 30 38
103057 30 27
162404 48 126
10748 47 143
81519 51 33
215358 68 102
98578 31 122
55596 36 162
15131 33 147
197537 38 95
217284 29 12
20617 26 139
49991 59 65
11571 34 135
52215 33 127
90668 41 37
150838 28 75
109529 38 28
55832 40 171
213670 62 1
82403 26 129
12872 37 148
193010 50 12
124023 27 136
20820 65 133
78211 30 45
4934 36 31
154544 34 129
207067 26 151
64208 44 37
8591 38 123
204850 56 42
175009 36 94
182030 65 53
70212 41 73
38622 54 158
105746 52 87
93995 32 109
15027 40 74
187464 41 44
76651 26 151
218039 28 67
27935 24 155
131452 64 21
53433 27 151
100680 46 29
4266 66 157
48468 58 28
18992 59 140
13976 49 26
140567 42 77
199059 33 99
171888 25 55
37687 61 43
86253 43 93
210133 45 143
210668 65 31
179046 45 6
111691 56 5
138270 43 130
17436 58 139
155269 25 36
122444 43 67
7548 70 172
158347 56 122
67553 56 166
179684 49 121
132580 65 3
57369 38 21
102388 32 109
149723 51 45
55154 51 114
57507 28 22
219479 59 69
219300 43 48
49919 40 118
30632 56 31
34032 42 15
88255 30 55
32246 32 171
27799 32 20
98716 47 120
212375 48 125
67495 62 98
189279 40 167
32316 34 94
204359 25 47
212757 40 132
215390 57 109
159469 36 150
174742 20 67
57752 19 131
53419 54 120
14298 23 134
111530 58 70
180542 49 37
131018 45 114
14390 37 68
182498 31 82
191376 43 129
34444 48 36
27369 60 86
133492 37 171
208093 52 62
9963 35 6
120315 40 99
129522 50 172
203209 63 75
136826 52 14
86282 40 102
160661 54 148
174331 39 106
143133 34 149
181067 55 93
109149 70 146
38487 33 110
55436 36 139
55912 57 148
97602 41 0
7027 40 5
18575 68 45
11582 70 70
97127 63 32
168618 37 46
80784 56 101
111488 57 17
207793 39 146
204155 54 84
36305 61 90
6428 46 145
177819 31 1
139648 51 41
13763 42 116
116268 47 80
142872 67 149
100446 34 171
84388 29 155
32003 27 131
217410 58 162
197758 32 14
5992 57 125
28300 19 146
23644 58 125
211260 40 107
133550 30 146
90439 66 95
146337 70 120
59681 34 101
97672 16 91
182511 49 101
159954 34 82
30144 28 93
68439 53 27
194351 30 164
142446 47 152
111949 36 93
83916 55 39
114624 38 10
32526 55 24
20748 58 105
211737 62 65
212105 67 48
153430 43 89
101483 57 145
156792 66 38
180533 55 122
48609 38 106
93166 24 32
133880 29 112
16296 40 102
164078 41 19
88601 31 153
151720 39 87
65538 39 134
97969 24 105
69630 59 107
186842 34 70
138995 30 83
162854 31 18
34285 39 109
214270 26 126
179218 40 19
121809 26 45
107869 61 72
192604 62 37
132117 65 37
15748 26 160
60955 66 159
78581 42 6
46123 28 93
167362 36 94
71500 57 128
215107 30 130
5048 22 89
44370 48 106
143006 52 166
133279 66 126
43493 59 84
108598 43 59
108288 60 170
68407 50 7
178362 62 29
121827 69 99
31700 30 7
190573 60 100
163079 30 45
66164 55 116
8947 73 144
33841 31 22
22063 40 72
173037 16 30
160985 54 10
128543 49 72
197616 59 170
24108 42 27
136917 62 154
179886 34 61
65408 40 18
112241 62 171
107037 32 122
110325 59 129
90794 47 103
200905 47 93
47150 28 43
66494 64 130
128170 53 59
91083 47 119
189672 67 114
188616 42 31
18643 58 51
218894 55 38
38271 57 88
217747 64 71
65219 31 162
214796 67 163
97980 59 87
156559 48 7
210259 72 145
174045 50 34
145439 45 20
5371 61 74
49515 53 47
184658 51 125
191135 61 48
78864 31 92
134209 44 144
711 54 148
75124 36 155
46441 42 157
40375 56 117
137085 30 55
173784 56 37
9293 43 165
203795 46 124
180754 30 114
30693 34 37
3450 48 36
128210 52 162
166729 41 89
73152 56 29
23862 66 118
110237 46 103
169779 38 28
165828 35 36
211908 42 5
80514 53 72
203630 41 100
22090 30 85
166786 53 1
96968 24 65
197877 65 81
95865 28 114
140645 25 147
65133 41 94
131901 64 82
119009 29 99
158420 41 87
215829 53 133
75211 63 33
219058 23 146
27570 56 11
184783 39 43
135828 36 17
6314 39 27
194505 48 88
56373 41 172
11707 62 98
169118 37 148
44048 51 12
67976 38 72
102299 43 140
93407 41 128
120995 61 102
7343 65 90
133270 39 107
53117 51 139
195955 47 73
65458 63 12
166468 37 109
164954 26 10
155855 42 60
151746 58 52
207792 49 150
105480 42 99
122613 32 94
193164 43 44
202890 64 37
92129 65 86
123924 50 87
88222 27 168
154024 63 67
193579 45 6
174997 40 171
18133 33 77
94720 63 112
195940 37 63
26805 33 124
212961 53 171
141296 42 166
87336 36 11
86754 26 5
19243 28 145
47804 25 67
194556 33 151
195216 53 147
32841 49 160
185690 61 47
138828 38 117
140295 37 160
176651 44 153
211427 67 89
14313 54 47
40805 61 164
114858 45 81
51598 43 68
97176 40 102
52428 46 44
107448 28 17
128041 65 150
72094 40 128
126741 35 2
163664 65 23
128670 51 39
202177 34 81
6298 39 74
152998 29 171
38940 39 90
17163 42 94
69487 59 128
80921 49 45
41881 41 29
3447 23 160
103318 31 56
176956 40 7
134529 41 102
200289 60 166
116360 51 93
220266 36 150
64524 55 103
206270 39 21
102757 38 28
174514 67 2
159859 44 67
170137 44 45
219534 50 100
113257 58 59
2720 30 146
212076 45 130
17805 32 146
5416 45 109
154070 60 149
176439 34 46
61338 43 101
137268 55 41
204692 44 29
48108 52 148
40603 28 94
187239 64 73
138278 54 23
197067 30 143
129862 21 150
108813 33 135
94810 63 46
163135 48 93
127594 38 106
84689 43 100
170153 44 109
173205 61 150
193194 58 37
34526 42 150
106285 41 40
157008 68 78
170769 63 144
67142 61 74
136304 30 93
116515 21 67
61638 61 45
67296 67 94
70870 60 93
102892 26 97
138322 49 22
200035 38 94
55601 27 43
135470 61 74
136925 54 17
128499 44 28
202150 35 109
163151 50 55
58939 40 68
98553 36 43
123423 14 100
30740 68 164
105898 64 49
171021 63 67
117343 31 83
201871 30 31
68816 23 43
11103 45 143
47608 37 100
41988 61 50
119386 43 104
87182 59 43
138058 28 99
168067 46 148
95707 53 73
116302 66 164
97650 37 149
122309 51 156
199384 53 49
120701 46 68
204254 38 98
134237 29 30
156411 29 93
159247 39 114
1067 42 118
112813 40 157
109087 67 70
199600 41 29
13885 64 13
14868 68 94
54281 62 143
114683 38 45
150984 54 143
206089 39 54
112719 25 126
62450 29 150
188315 28 55
127543 47 98
163181 37 86
132595 50 93
197728 30 45
135529 43 76
215671 39 50
54796 48 37
213812 39 149
22531 37 98
149876 44 99
30960 44 33
139639 46 72
179864 42 57
217940 51 126
5346 37 69
197700 24 39
32900 36 86
14920 61 140
38133 33 143
140236 58 18
217702 34 86
89307 17 96
17695 63 71
157968 46 100
21321 54 143
169229 40 15
148479 47 166
14035 51 73
28697 37 142
218949 49 5
84244 49 102
208179 31 103
131538 43 118
65716 46 43
145309 49 6
66337 51 106
171861 54 17
117631 63 129
10751 44 19
141578 61 145
96868 55 11
111898 39 107
119321 35 2
134108 41 171
36239 51 19
118233 28 73
130645 43 100
33728 50 47
194316 51 43
99429 42 100
169882 36 12
144922 59 59
173882 25 109
145375 40 81
166379 53 102
155883 44 35
170816 61 142
216004 48 20
200200 46 73
112762 14 83
15191 54 129
32121 45 124
157586 42 121
215865 41 86
94972 54 74
131173 68 169
12948 34 129
116794 46 115
89929 28 87
82933 26 122
176373 60 21
213975 52 63
133701 43 153
109561 59 118
166893 54 159
205326 44 150
56461 36 114
109373 61 144
148033 67 3
65918 40 36
164929 32 43
7857 48 103
97397 57 2
107178 30 47
70812 54 117
224 31 109
106807 58 165
169137 32 74
145737 56 120
18855 29 146
13830 41 29
